kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_steff
3442055,"K01218.01","CONFIRMED","CANDIDATE",29.6193891,133.68205,4.9595,314.7,1.74,5618.00
4043190,"K01220.01","CONFIRMED","CANDIDATE",6.40087137,136.8824,2.5561,133.6,1.91,5426.00
3640905,"K01221.01","CONFIRMED","CANDIDATE",30.1599411,138.51774,7.874,175.9,4.54,5010.00
3640905,"K01221.02","CONFIRMED","CANDIDATE",51.0771048,152.35694,11.233,141.5,3.66,5010.00
6613006,"K01223.01","FALSE POSITIVE","FALSE POSITIVE",7.388833611,133.9344039,5.62857,13063.5,10.66,5845.00
6606653,"K01224.01","FALSE POSITIVE","FALSE POSITIVE",2.698021895,136.32786,23.192,6721.2,52.51,6568.00
10925104,"K00156.01","CONFIRMED","CANDIDATE",8.041347775,143.038292,2.6332,591,1.29,3980.00
10538176,"K01301.02","CONFIRMED","CANDIDATE",37.5142128,189.30015,5.303,935,2.68,5291.00
10858691,"K01306.01","CONFIRMED","CANDIDATE",1.796320953,133.33662,1.9139,210.9,1.2,5576.00
10858691,"K01306.02","CONFIRMED","CANDIDATE",3.468073,136.00831,2.361,243.9,1.29,5576.00
8972058,"K00159.01","CONFIRMED","CANDIDATE",8.99088621,136.73923,4.2447,469.7,2.78,5881.00
10858691,"K01306.03","CONFIRMED","CANDIDATE",5.9142668,133.49193,2.661,253.2,1.31,5576.00
10858691,"K01306.04","CONFIRMED","CANDIDATE",29.2214959,139.32807,4.014,394,1.81,5576.00
10973814,"K01307.01","CONFIRMED","CANDIDATE",44.8520997,172.46196,3.5729,780.8,3.35,5514.00
10713616,"K01311.01","CONFIRMED","CANDIDATE",83.5781976,202.45865,7.2487,630.8,6.63,6056.00
10963242,"K01312.01","CONFIRMED","CANDIDATE",6.1469956,135.07385,3.3153,249.6,2.04,6110.00
8972058,"K00159.02","CONFIRMED","CANDIDATE",2.403640701,134.73065,1.4012,74.9,1.24,5881.00
10785538,"K01313.01","FALSE POSITIVE","FALSE POSITIVE",0.522457732,133.751976,0.8907,143.8,1.52,5991.00
10585852,"K01314.01","CONFIRMED","CANDIDATE",8.57504983,140.14063,8.653,160.6,4.26,4986.00
10928043,"K01315.01","CANDIDATE","CANDIDATE",6.84639884,133.76181,3.4919,149.7,1.9,6065.00
10794087,"K01316.01","CONFIRMED","CANDIDATE",7.64970832,138.33113,6.625,55.4,1.43,5855.00
4079535,"K01322.01","FALSE POSITIVE","FALSE POSITIVE",17.72724392,356.795528,4.1073,16878,14.77,6181.00
6631721,"K00160.01","CANDIDATE","CANDIDATE",13.73808249,134.43787,3.354,660.7,3.84,6375.00
4076098,"K01323.01","CONFIRMED","CANDIDATE",3.990105908,355.840837,2.4108,6154.9,7.45,5926.00
4551328,"K01324.01","FALSE POSITIVE","FALSE POSITIVE",0.52205862,133.138446,2.0847,1381.3,27.16,5359.00
4282872,"K01325.01","CONFIRMED","CANDIDATE",10.035381809,137.471481,3.4062,2829.7,4.42,5813.00
4639868,"K01326.01","FALSE POSITIVE","FALSE POSITIVE",53.100942624,135.9717179,2.2868,19981.1,24.02,5465.00
4274548,"K01331.01","CANDIDATE","CANDIDATE",6.80082032,359.17999,1.9883,699.9,1.88,4805.00
5084942,"K00161.01","CONFIRMED","CANDIDATE",3.105507835,133.210427,1.7458,904.6,2.68,4989.00
4455231,"K01332.01","CONFIRMED","CANDIDATE",19.30581662,373.18998,4.2902,709.1,4,5661.00
4455231,"K01332.02","CONFIRMED","CANDIDATE",6.09747233,354.05919,3.431,217.6,2.22,5661.00
4455231,"K01332.03","CONFIRMED","CANDIDATE",56.637918,135.51975,6.172,589.7,3.68,5661.00
4285107,"K01333.01","FALSE POSITIVE","FALSE POSITIVE",2.243016513,133.45086,2.721,299.6,1.37,5462.00
4150624,"K01334.01","FALSE POSITIVE","FALSE POSITIVE",8.6531216,134.30147,4.39,654.8,22.58,5421.00
8107380,"K00162.01","CONFIRMED","CANDIDATE",14.00640392,142.20885,4.6919,716.4,3.11,5788.00
4077526,"K01336.04","CONFIRMED","CANDIDATE",4.45814897,134.39743,2.867,188.1,1.61,6100.00
4243911,"K01337.01","CONFIRMED","CANDIDATE",1.922799706,134.50174,1.8604,259.7,1.28,5194.00
4466677,"K01338.01","CONFIRMED","CANDIDATE",3.222975318,178.0701,2.9247,232.7,1.47,5823.00
4466677,"K01338.02","CANDIDATE","CANDIDATE",42.0370662,178.25006,6.282,266.8,1.66,5823.00
4466677,"K01338.03","CANDIDATE","CANDIDATE",21.0112068,132.6336,4.507,163.6,1.4,5823.00
4135665,"K01339.01","CONFIRMED","CANDIDATE",4.16811839,134.89621,2.8084,263,2.28,5689.00
11446443,"K00001.01","CONFIRMED","CANDIDATE",2.470613377,122.763305,1.74319,14230.9,13.04,5820.00
10666592,"K00002.01","CONFIRMED","CANDIDATE",2.204735417,121.3585417,3.88864,6674.7,16.1,6440.00
11913073,"K00011.01","FALSE POSITIVE","FALSE POSITIVE",3.747838198,171.66504,5.0642,616,13.65,5514.00
10984090,"K00112.02","CONFIRMED","CANDIDATE",3.709214104,133.98318,2.6302,131.1,1.16,5833.00
10265898,"K00732.01","CONFIRMED","CANDIDATE",1.260258822,170.408984,1.8594,1130.7,3.57,5550.00
10265898,"K00732.02","CANDIDATE","CANDIDATE",3.29534567,132.48799,1.902,141.9,1.23,5550.00
10265898,"K00732.03","CONFIRMED","CANDIDATE",5.25449393,132.55624,3.078,169,1.41,5550.00
10272442,"K00734.02","CANDIDATE","CANDIDATE",70.2780911,151.32941,2.466,781.6,2.54,5955.00
10287242,"K00735.01","CANDIDATE","CANDIDATE",22.34213536,171.55939,6.461,2264.4,5.19,5237.00
6721123,"K00114.01","FALSE POSITIVE","FALSE POSITIVE",7.36178958,132.25053,5.022,233.7,39.21,6227.00
10340423,"K00736.01","CONFIRMED","CANDIDATE",18.79418506,177.79426,3.2906,1529,2.33,4126.00
10340423,"K00736.02","CONFIRMED","CANDIDATE",6.73893544,135.28218,2.813,601.3,1.44,4126.00
10345478,"K00737.01","FALSE POSITIVE","FALSE POSITIVE",14.49839316,182.679596,3.7343,3271.1,5.16,5268.00
10358759,"K00738.01","CONFIRMED","CANDIDATE",10.3392408,170.38549,3.075,1184.6,2.98,5730.00
10464078,"K00743.01","FALSE POSITIVE","FALSE POSITIVE",19.40393776,172.484253,12.2155,8918.7,7.18,5043.00
9579641,"K00115.01","CONFIRMED","CANDIDATE",5.412203927,133.143089,2.9472,601.6,2.94,5779.00
10480982,"K00744.01","FALSE POSITIVE","FALSE POSITIVE",19.221388942,184.5521637,4.79843,74284,49.29,6117.00
10480982,"K00744.02","FALSE POSITIVE","FALSE POSITIVE",2.03746414,131.54567,2.895,138.8,1.12,6117.00
10485250,"K00745.01","FALSE POSITIVE","FALSE POSITIVE",16.46983774,180.881761,9.4378,10478.9,7.94,5152.00
10526549,"K00746.01","CONFIRMED","CANDIDATE",9.27358173,173.258155,3.2875,1288.3,2.47,4856.00
10583066,"K00747.01","CONFIRMED","CANDIDATE",6.02930329,171.602959,1.5821,1912.7,2.85,4537.00
9579641,"K00115.02","CONFIRMED","CANDIDATE",7.12594387,139.00492,3.0014,192.4,1.79,5779.00
11152159,"K00761.01","FALSE POSITIVE","FALSE POSITIVE",2.701287801,170.69579,3.3827,860.4,6.54,5550.00
11153539,"K00762.01","CONFIRMED","CANDIDATE",4.49876511,171.34905,3.7362,460,2.1,6075.00
8395660,"K00116.01","CONFIRMED","CANDIDATE",13.57078281,136.279194,3.3539,511.7,2.64,5854.00
11242721,"K00763.01","FALSE POSITIVE","FALSE POSITIVE",19.651209505,179.401981,5.2514,11766.3,12.42,6074.00
11304958,"K00764.01","CONFIRMED","CANDIDATE",41.43958662,208.93203,10.5989,2793.1,5.5,5468.00
11391957,"K00765.01","CONFIRMED","CANDIDATE",8.35389523,171.63257,2.2514,1041.6,2.52,5592.00
11403044,"K00766.01","CONFIRMED","CANDIDATE",4.125543472,169.752585,3.1744,1487.3,4.43,6174.00
5792202,"K00841.01","CONFIRMED","CANDIDATE",15.33528675,174.00278,3.897,3081.4,5,5251.00
5792202,"K00841.02","CONFIRMED","CANDIDATE",31.33046135,153.43031,5.176,5073.8,6.5,5251.00
9471974,"K00119.02","CONFIRMED","CANDIDATE",190.3200468,312.68498,15.284,1141.7,7.78,5626.00
5792202,"K00841.03","CONFIRMED","CANDIDATE",6.54626149,133.85964,2.75,655.9,2.19,5251.00
5792202,"K00841.04","FALSE POSITIVE","FALSE POSITIVE",269.306232,285.6272,14.931,1708,24,5251.00
5792202,"K00841.05","FALSE POSITIVE","FALSE POSITIVE",499.47338,455.5672,12.248,1662,3.71,5251.00
5794379,"K00842.01","CONFIRMED","CANDIDATE",12.71809866,175.35526,3.0957,1149.4,2.31,4702.00
8226994,"K00906.03","CONFIRMED","CANDIDATE",4.14810719,133.3881,2.535,175.2,1.08,5029.00
8247638,"K00907.01","CONFIRMED","CANDIDATE",16.51410989,176.11686,4.1575,973.5,2.72,5527.00
5897826,"K00126.02","CANDIDATE","CANDIDATE",0.875197345,131.8135915,0.052,0,0.73,5855.00
8247638,"K00907.02","CONFIRMED","CANDIDATE",30.1329298,190.38336,5.172,1015.8,3.14,5527.00
8247638,"K00907.03","CONFIRMED","CANDIDATE",4.79090809,136.31106,2.603,251.3,1.36,5527.00
8247638,"K00907.04","CONFIRMED","CANDIDATE",99.6415962,198.68664,4.448,952.5,2.64,5527.00
8255887,"K00908.01","CONFIRMED","CANDIDATE",4.708326451,171.446507,3.16114,7912.7,10.6,5560.00
3632418,"K00975.01","CONFIRMED","CANDIDATE",2.785821236,260.83731,3.5599,68.9,1.69,6202.00
3441784,"K00976.01","FALSE POSITIVE","FALSE POSITIVE",52.56901867,184.971267,6.7507,26900,78.54,7240.00
11192141,"K00977.01","CANDIDATE","CANDIDATE",1.353771892,261.43662,7.012,1349.1,430.99,4283.00
11494130,"K00978.01","FALSE POSITIVE","FALSE POSITIVE",18.95491633,262.46677,24.249,867.5,71.39,6362.00
7601633,"K00136.01","FALSE POSITIVE","FALSE POSITIVE",15.663886949,147.395712,2.4775,5144.4,27.36,5996.00
5648449,"K00979.01","FALSE POSITIVE","FALSE POSITIVE",4.348866254,262.72768,3.2797,625.6,2436.69,3598.00
12167361,"K00980.01","FALSE POSITIVE","FALSE POSITIVE",47.93094546,179.096467,2.6897,2144.4,68.02,8214.00
7626506,"K00150.01","CONFIRMED","CANDIDATE",8.408878137,134.006366,3.4967,798.9,2.28,5551.00
8386035,"K01136.01","FALSE POSITIVE","FALSE POSITIVE",1.63484631,134.512115,6.11,,,
8332986,"K01137.01","FALSE POSITIVE","FALSE POSITIVE",302.38867822,309.18675,3.1229,41320,40.73,5328.00
8415745,"K01138.01","FALSE POSITIVE","FALSE POSITIVE",31.82814583,366.704854,2.917,4456.8,35.8,5908.00
8378634,"K01139.01","FALSE POSITIVE","FALSE POSITIVE",3.629442796,134.70066,5.63,426.6,3.28,6506.00
8397675,"K01140.01","CANDIDATE","CANDIDATE",0.553261874,133.446605,0.8875,1038.1,97.36,5679.00
8346392,"K01141.01","CONFIRMED","CANDIDATE",5.72812616,135.18066,2.0295,643.4,1.38,3968.00
6620003,"K01225.01","FALSE POSITIVE","FALSE POSITIVE",1.714274727,133.3158074,2.06728,28460.1,25,3874.00
6621116,"K01226.01","FALSE POSITIVE","FALSE POSITIVE",137.75960504,173.16476,9.1713,83298,49.52,5323.00
6629332,"K01227.01","FALSE POSITIVE","FALSE POSITIVE",2.155278342,133.576109,2.1064,20739,16.89,5665.00
6387450,"K01228.01","FALSE POSITIVE","FALSE POSITIVE",3.661326482,135.26995,2.5714,17846,12.07,5319.00
6470149,"K01230.01","CANDIDATE","CANDIDATE",165.739861,214.039466,24.9393,7343.4,57.54,5019.00
6462874,"K01231.01","FALSE POSITIVE","FALSE POSITIVE",22.34293693,155.08552,7.0813,2691.1,2.92,4260.00
11414511,"K00767.01","CONFIRMED","CANDIDATE",2.816504904,170.9676846,2.50587,16813.7,12.21,5532.00
11442465,"K00768.01","FALSE POSITIVE","FALSE POSITIVE",33.93373447,186.67608,14.561,8503.7,7.34,5040.00
11460018,"K00769.01","CONFIRMED","CANDIDATE",4.280963604,171.89659,2.875,750.8,2.3,5644.00
11463211,"K00770.01","FALSE POSITIVE","FALSE POSITIVE",1.50635409,170.998064,1.5155,2211.7,4.53,5714.00
11465813,"K00771.01","FALSE POSITIVE","FALSE POSITIVE",670.645531,209.04355,53.412,18090.6,14.14,5520.00
11493732,"K00772.01","FALSE POSITIVE","FALSE POSITIVE",61.2563628,173.83826,7.633,5123.3,39.87,6144.00
5794379,"K00842.02","CONFIRMED","CANDIDATE",36.06588163,198.58423,4.3246,1563.8,2.64,4702.00
5881688,"K00843.01","CONFIRMED","CANDIDATE",4.190425659,171.44122,2.8589,2877.4,6.21,6073.00
6022556,"K00844.01","CONFIRMED","CANDIDATE",3.709870784,171.987982,3.0694,2020.3,4.35,5727.00
6032497,"K00845.01","CONFIRMED","CANDIDATE",16.3297527,177.29506,6.271,1187.5,3.75,5878.00
6061119,"K00846.01","CONFIRMED","CANDIDATE",27.807566216,186.713552,4.21587,25391.1,13.84,5862.00
6191521,"K00847.01","CONFIRMED","CANDIDATE",80.8723469,203.895,11.195,3604.6,7.59,5510.00
8256049,"K00909.01","FALSE POSITIVE","FALSE POSITIVE",16.37198661,172.75926,3.8449,4147.6,540.37,4187.00
8414716,"K00910.01","CONFIRMED","CANDIDATE",5.392026903,171.72707,2.9804,1151.4,2.68,5198.00
8490993,"K00911.01","CONFIRMED","CANDIDATE",4.093578461,171.00954,2.5833,538.6,2.85,6077.00
8490993,"K00911.02","CONFIRMED","CANDIDATE",105.145959,178.367,8.593,685.4,3.43,6077.00
8505670,"K00912.01","CONFIRMED","CANDIDATE",10.8484518,171.80584,2.9993,1675.6,2.34,4201.00
8505670,"K00912.02","CONFIRMED","CANDIDATE",6.66833241,137.43988,1.915,362.3,1.18,4201.00
8359498,"K00127.01","CONFIRMED","CANDIDATE",3.578780566,134.0304187,2.91089,11382.2,10.43,5524.00
1433962,"K00982.01","FALSE POSITIVE","FALSE POSITIVE",1.592633181,133.9243804,5.5605,633.1,1.56,4506.00
11607193,"K00983.02","FALSE POSITIVE","FALSE POSITIVE",5.177577252,132.9009561,2.4777,1325.4,73.82,7429.00
1161345,"K00984.01","CONFIRMED","CANDIDATE",4.28746668,262.06245,1.5693,790.1,2.29,5296.00
10227501,"K00985.01","FALSE POSITIVE","FALSE POSITIVE",2.002779769,261.95791,2.231,260.5,1.42,5346.00
2854698,"K00986.01","CONFIRMED","CANDIDATE",8.18739443,260.86931,3.0472,517.6,1.92,5251.00
2854698,"K00986.02","CONFIRMED","CANDIDATE",76.0498163,161.71445,7.158,445.9,1.75,5251.00
7295235,"K00987.01","CONFIRMED","CANDIDATE",3.179267286,261.841607,1.0246,200.9,1.21,5511.00
8288947,"K01142.01","CONFIRMED","CANDIDATE",3.75574267,133.4333,2.2911,417.4,1.58,5311.00
8312852,"K01143.01","FALSE POSITIVE","FALSE POSITIVE",7.44042933,134.76331,2.991,547.3,2.74,5815.00
8302450,"K01144.01","FALSE POSITIVE","FALSE POSITIVE",2.44199803,134.57095,2.759,251.7,1.44,5970.00
8313667,"K01145.01","CANDIDATE","CANDIDATE",30.5872153,162.8842,5.3698,464.8,2.32,5944.00
7626506,"K00150.02","CONFIRMED","CANDIDATE",28.5742692,143.8315,4.9427,824.9,2.32,5551.00
8351704,"K01146.01","CONFIRMED","CANDIDATE",7.09712124,136.34514,2.1059,369.5,0.74,3569.00
8299955,"K01147.01","FALSE POSITIVE","FALSE POSITIVE",2.6827683,134.25535,2.957,79.8,1.19,6180.00
6462874,"K01231.02","FALSE POSITIVE","FALSE POSITIVE",10.42360821,138.01504,5.404,878.3,1.67,4260.00
6665223,"K01232.01","FALSE POSITIVE","FALSE POSITIVE",119.40817159,232.649303,9.3537,18563.3,16.26,5316.00
6665223,"K01232.02","FALSE POSITIVE","FALSE POSITIVE",419.97507836,524.8465031,12.1687,275.1,1.53,5316.00
6545358,"K01233.01","FALSE POSITIVE","FALSE POSITIVE",1.171536413,178.597581,1.5878,1132.7,7.12,7021.00
10925104,"K00156.02","CONFIRMED","CANDIDATE",5.188563677,145.362252,2.3683,358.7,1,3980.00
6390824,"K01234.01","FALSE POSITIVE","FALSE POSITIVE",0.973547911,133.49742,2.2858,435.7,11.52,6084.00
6546528,"K01235.01","FALSE POSITIVE","FALSE POSITIVE",3.053563251,133.88354,3.2551,508.4,21.79,5764.00
8395660,"K00116.02","CONFIRMED","CANDIDATE",43.84439721,151.93538,6.802,615.2,2.87,5854.00
11507101,"K00773.01","CONFIRMED","CANDIDATE",38.3775486,172.82048,5.588,724.2,2.82,5481.00
11656840,"K00774.01","FALSE POSITIVE","FALSE POSITIVE",7.442652004,169.9717797,2.3078,24446.2,15.03,6108.00
11754553,"K00775.01","CONFIRMED","CANDIDATE",16.38489988,172.72782,3.0249,1127.1,2,4126.00
11754553,"K00775.02","CONFIRMED","CANDIDATE",7.8774163,176.3759,2.0805,1306.1,2.16,4126.00
11754553,"K00775.03","CONFIRMED","CANDIDATE",36.4454001,151.60125,4.007,1122.3,1.99,4126.00
11812062,"K00776.01","CONFIRMED","CANDIDATE",3.728732147,171.793255,2.683,5226.5,6.02,5497.00
11869052,"K00120.01","CANDIDATE","CANDIDATE",20.5452375,137.91394,2.517,218.5,2.41,5670.00
6267425,"K00848.01","FALSE POSITIVE","FALSE POSITIVE",3.166465862,172.002627,2.9381,4357.2,26.82,4968.00
6276477,"K00849.01","CONFIRMED","CANDIDATE",10.35533116,170.93729,3.1775,750.6,2.47,5501.00
6291653,"K00850.01","CONFIRMED","CANDIDATE",10.526294577,176.522462,2.5211,9768,8.24,5386.00
6392727,"K00851.01","CONFIRMED","CANDIDATE",4.583520948,169.973972,2.7055,3812.1,5.39,5815.00
6422070,"K00852.01","CONFIRMED","CANDIDATE",3.76181843,171.90364,3.5176,510.6,2.66,5653.00
6428700,"K00853.01","CONFIRMED","CANDIDATE",8.20396958,169.69138,2.9667,1024.4,3.01,5015.00
8544996,"K00913.01","CONFIRMED","CANDIDATE",4.082274889,169.6375652,3.23015,17859.2,10.55,5655.00
8552202,"K00914.01","CANDIDATE","CANDIDATE",3.886655224,169.73814,3.1646,581.6,1.87,5662.00
8605074,"K00915.01","FALSE POSITIVE","FALSE POSITIVE",37.601661282,194.713383,8.30604,59130.1,27.22,6140.00
8628973,"K00916.01","CONFIRMED","CANDIDATE",3.314947362,171.313058,1.8007,1398.2,3.94,5609.00
