kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_steff
7134976,K00874.01,CONFIRMED,4.601811819,169.98108,2.2607,755.9,2.35,4986.0
7134976,K00874.02,CONFIRMED,11.18719905,137.17814,3.252,353.6,1.55,4986.0
7135852,K00875.01,CONFIRMED,4.220965778,170.622433,3.0854,2260.0,2.62,3837.0
7270230,K00876.01,FALSE POSITIVE,6.998099523,171.898913,2.0488,20285.0,588.66,5612.0
7287995,K00877.01,CONFIRMED,5.95489993,170.955871,2.3892,1410.7,2.33,4261.0
7287995,K00877.02,CONFIRMED,12.03987488,181.22536,2.7363,1250.6,2.18,4261.0
7287995,K00877.03,CONFIRMED,20.83762895,132.08488,2.3734,439.0,1.42,4261.0
3247396,K00121.01,FALSE POSITIVE,8.8111022,136.4568,5.0683,401.1,63.66,6200.0
7303253,K00878.01,CONFIRMED,23.58917143,173.81994,5.073,1200.7,3.16,4919.0
5094751,K00123.01,CONFIRMED,6.481633073,122.977657,3.784,298.5,2.54,5945.0
7678434,K00892.01,CONFIRMED,10.37168928,172.61729,3.035,1254.9,3.2,5121.0
7678434,K00892.02,CONFIRMED,3.96996298,137.75447,1.1757,299.2,1.78,5121.0
7685981,K00893.01,CONFIRMED,4.40841331,172.18582,5.012,549.4,2.66,6007.0
7708215,K00894.01,FALSE POSITIVE,7.9426176,174.52563,6.703,1590.7,4.68,5811.0
7373451,K00881.02,CONFIRMED,226.8904775,207.35971,7.558,3136.4,4.53,5067.0
7377033,K00882.01,FALSE POSITIVE,1.956811408,170.694208,2.1958,24905.0,21.58,5209.0
7380537,K00883.01,CANDIDATE,2.688899233,170.1020904,2.11275,37491.6,12.04,4820.0
7434875,K00884.01,CONFIRMED,9.439459486,177.186096,2.8979,3036.1,4.16,5097.0
8349582,K00122.01,CONFIRMED,11.523067458,131.969055,3.8757,507.3,3.13,5644.0
7434875,K00884.02,CONFIRMED,20.47748843,178.66786,2.8364,1382.4,2.92,5097.0
7434875,K00884.03,CONFIRMED,3.336123113,135.31623,1.9616,516.3,1.74,5097.0
7455287,K00886.01,CONFIRMED,8.01078456,170.20739,2.312,1333.6,1.72,3713.0
7455287,K00886.02,CONFIRMED,12.07134205,143.45948,4.3224,759.2,1.29,3713.0
7455287,K00886.03,CONFIRMED,20.99587872,152.31554,2.6333,767.3,1.3,3713.0
7458762,K00887.01,CONFIRMED,7.41113177,175.34754,2.5242,620.5,2.45,5849.0
7552344,K00888.01,FALSE POSITIVE,1.000747038,169.974229,0.9967,1823.5,4.14,5472.0
757450,K00889.01,CONFIRMED,8.884922995,169.991686,2.07004,16053.4,10.51,5332.0
7585481,K00890.01,CONFIRMED,8.09888906,176.623731,4.20241,6911.1,8.95,6214.0
7663691,K00891.01,CONFIRMED,10.00653012,176.96898,5.344,936.1,3.52,6063.0
5812701,K00012.01,CONFIRMED,17.855221681,146.596466,7.41287,9065.2,13.16,6823.0
8013419,K00901.01,CANDIDATE,12.732624065,176.939054,2.2083,6465.7,4.87,3950.0
8018547,K00902.01,CANDIDATE,83.92494032,236.76334,6.7904,7958.7,4.78,3960.0
8039892,K00903.01,CONFIRMED,5.007316661,173.433997,4.2362,6932.3,6.96,5865.0
8150320,K00904.01,CONFIRMED,2.211116989,170.150139,1.6485,724.2,1.85,4500.0
8150320,K00904.02,CONFIRMED,27.9541337,178.73791,3.95,942.5,1.9,4500.0
11086270,K00124.01,CONFIRMED,12.69104387,137.12594,3.7727,252.1,2.57,5869.0
7767559,K00895.01,FALSE POSITIVE,4.409409243,171.89433,3.8636,12861.0,10.95,5600.0
7825899,K00896.01,CONFIRMED,16.23947096,175.569907,4.0374,2590.7,4.14,5191.0
7825899,K00896.02,CONFIRMED,6.308201629,174.047661,2.9785,1328.5,2.96,5191.0
7849854,K00897.01,CONFIRMED,2.052349884,169.890622,2.0778,14280.6,13.12,5855.0
7870390,K00898.01,CONFIRMED,9.7704486,175.71372,2.4517,1897.8,2.23,3906.0
7870390,K00898.02,CONFIRMED,5.169804269,172.63153,2.153,1037.4,1.66,3906.0
5094751,K00123.02,CONFIRMED,21.22261195,137.57403,6.5093,366.0,2.48,5945.0
7870390,K00898.03,CONFIRMED,20.09017037,147.97788,4.154,1432.1,2.25,3906.0
7907423,K00899.01,CONFIRMED,7.11373257,174.32351,2.1764,807.6,1.16,3561.0
7907423,K00899.02,CONFIRMED,3.306551643,134.37211,1.8177,509.2,0.91,3561.0
7907423,K00899.03,CONFIRMED,15.36845737,147.38965,2.4714,756.1,1.11,3561.0
7938496,K00900.01,CONFIRMED,13.81020318,172.33533,3.048,1309.7,4.56,5942.0
8490993,K00911.01,CONFIRMED,4.093578461,171.00954,2.5833,538.6,2.85,6077.0
8490993,K00911.02,CONFIRMED,105.145959,178.367,8.593,685.4,3.43,6077.0
8505670,K00912.01,CONFIRMED,10.8484518,171.80584,2.9993,1675.6,2.34,4201.0
8505670,K00912.02,CONFIRMED,6.66833241,137.43988,1.915,362.3,1.18,4201.0
8544996,K00913.01,CONFIRMED,4.082274889,169.6375652,3.23015,17859.2,10.55,5655.0
8552202,K00914.01,CANDIDATE,3.886655224,169.73814,3.1646,581.6,1.87,5662.0
8150320,K00904.03,CONFIRMED,42.1406089,139.0604,5.083,895.5,1.85,4500.0
8150320,K00904.04,CONFIRMED,4.617490562,135.04909,2.2618,575.8,1.62,4500.0
8150320,K00904.05,CONFIRMED,10.19849255,137.92067,2.4283,634.1,1.75,4500.0
8180063,K00905.01,FALSE POSITIVE,5.795063956,172.697467,3.2496,1692.9,4.33,5865.0
8226994,K00906.01,CONFIRMED,7.15681552,174.13511,2.5882,867.0,2.47,5029.0
8226994,K00906.02,CONFIRMED,17.64830851,133.54533,2.0873,763.3,2.43,5029.0
8226994,K00906.03,CONFIRMED,4.14810719,133.3881,2.535,175.2,1.08,5029.0
8247638,K00907.01,CONFIRMED,16.51410989,176.11686,4.1575,973.5,2.72,5527.0
8247638,K00907.02,CONFIRMED,30.1329298,190.38336,5.172,1015.8,3.14,5527.0
8247638,K00907.03,CONFIRMED,4.79090809,136.31106,2.603,251.3,1.36,5527.0
11086270,K00124.02,CONFIRMED,31.71981013,142.82083,4.819,363.4,3.09,5869.0
8247638,K00907.04,CONFIRMED,99.6415962,198.68664,4.448,952.5,2.64,5527.0
8255887,K00908.01,CONFIRMED,4.708326451,171.446507,3.16114,7912.7,10.6,5560.0
8256049,K00909.01,FALSE POSITIVE,16.37198661,172.75926,3.8449,4147.6,540.37,4187.0
8414716,K00910.01,CONFIRMED,5.392026903,171.72707,2.9804,1151.4,2.68,5198.0
9140402,K00928.01,CANDIDATE,2.494170338,170.852848,1.1221,863.7,2.42,5569.0
9141746,K00929.01,CONFIRMED,6.491682808,174.633553,4.301,7163.3,9.66,6123.0
9159275,K00930.01,FALSE POSITIVE,3.044770796,172.01916,10.0134,1695.0,24.54,5525.0
9166862,K00931.01,CONFIRMED,3.855603916,170.6787843,3.2179,16652.7,13.61,6033.0
9166870,K00932.01,FALSE POSITIVE,3.855599139,170.67957,3.183,1030.9,3.57,5936.0
11449844,K00125.01,CONFIRMED,38.47876629,151.852812,5.04169,23530.0,13.26,5510.0
8605074,K00915.01,FALSE POSITIVE,37.601661282,194.713383,8.30604,59130.1,27.22,6140.0
8628973,K00916.01,CONFIRMED,3.314947362,171.313058,1.8007,1398.2,3.94,5609.0
8655354,K00917.01,FALSE POSITIVE,6.71969089,173.35776,3.0231,969.7,4.37,5931.0
8672910,K00918.01,CONFIRMED,39.6431552,206.596798,6.5292,15663.8,10.98,5231.0
8686150,K00919.01,FALSE POSITIVE,51.42598578,173.535933,16.9422,66067.7,29.66,6257.0
8689031,K00920.01,CONFIRMED,21.80451611,190.49737,3.4097,1144.9,2.6,5481.0
8689373,K00921.01,CONFIRMED,10.28194593,175.33988,3.4366,1110.7,2.53,5196.0
8689373,K00921.02,CONFIRMED,18.11993039,182.61535,4.2309,1506.9,2.95,5196.0
8689373,K00921.03,CONFIRMED,3.78402867,133.28133,1.9012,426.1,1.7,5196.0
8826878,K00922.01,CONFIRMED,5.15448142,171.6389,3.228,697.5,2.94,5431.0
5897826,K00126.01,FALSE POSITIVE,33.80364366,202.259731,11.4813,13494.4,20.7,5855.0
8883593,K00923.01,CONFIRMED,5.743469797,174.898924,3.4412,1240.2,3.13,5897.0
8951215,K00924.01,CANDIDATE,39.4759093,173.31207,2.968,1012.6,4.06,6225.0
9016295,K00925.01,FALSE POSITIVE,19.974485239,171.6300909,4.23479,40293.1,26.56,6108.0
9077124,K00926.01,CONFIRMED,3.166353562,170.966145,3.3129,1473.4,3.82,6007.0
9097120,K00927.01,FALSE POSITIVE,23.899634407,188.982797,3.81881,20953.1,44.04,6192.0
9466668,K00939.01,CONFIRMED,3.388012244,170.5336,2.6849,280.1,2.11,5553.0
9466668,K00939.02,CONFIRMED,5.83909761,132.09261,3.1915,273.6,2.06,5553.0
9466668,K00939.03,CONFIRMED,1.620467654,132.06388,2.1888,159.6,1.57,5553.0
9466668,K00939.04,CONFIRMED,10.6816951,131.55082,3.605,307.8,2.3,5553.0
9479273,K00940.01,CONFIRMED,6.104849417,169.573477,4.6912,2090.3,3.18,5085.0
8359498,K00127.01,CONFIRMED,3.578780566,134.0304187,2.91089,11382.2,10.43,5524.0
9171801,K00933.01,FALSE POSITIVE,3.187067566,171.64976,3.119,1037.4,23.88,5450.0
9334289,K00934.01,CONFIRMED,5.826657508,173.011411,2.9183,1539.1,4.09,5561.0
9334289,K00934.02,CONFIRMED,12.41216347,142.54039,3.739,611.3,2.58,5561.0
9334289,K00934.03,CONFIRMED,18.74649011,147.13074,3.895,796.8,3.05,5561.0
9347899,K00935.01,CONFIRMED,20.86021229,180.017757,5.1937,1910.5,5.5,6035.0
9347899,K00935.02,CONFIRMED,42.63427848,141.16954,6.1998,1719.3,5.22,6035.0
9347899,K00935.03,CONFIRMED,87.6476068,134.94222,8.871,1009.6,4.0,6035.0
9347899,K00935.04,CANDIDATE,9.61731426,142.47479,3.8692,234.0,1.94,6035.0
9388479,K00936.01,CONFIRMED,9.467821474,178.415842,2.4327,2237.0,2.13,3582.0
9388479,K00936.02,CONFIRMED,0.893040969,134.540342,1.0981,741.7,1.24,3582.0
11359879,K00128.01,CONFIRMED,4.942783419,136.3294353,3.25346,11144.7,10.62,5514.0
9406990,K00937.01,CONFIRMED,20.83426731,176.58569,4.0454,988.4,2.74,5537.0
9415172,K00938.01,CONFIRMED,9.94602357,171.70192,3.3862,994.5,3.12,5344.0
9415172,K00938.02,CONFIRMED,1.04562195,133.91912,1.8955,213.0,1.45,5344.0
9415172,K00938.03,CONFIRMED,5.71462396,132.63866,2.336,297.8,1.78,5344.0
9904059,K00145.01,FALSE POSITIVE,102.9641952,158.07473,15.735,1896.7,39.0,5047.0
3231341,K01102.02,CONFIRMED,8.14515981,140.56811,5.073,446.8,3.43,5896.0
3231341,K01102.03,CONFIRMED,18.9985279,144.74157,4.529,430.7,43.17,5896.0
3231341,K01102.04,CONFIRMED,4.24439049,137.06643,3.282,174.0,2.07,5896.0
2860866,K01103.01,CANDIDATE,90.1240507,356.23415,11.649,3020.3,7.12,6520.0
7626506,K00150.02,CONFIRMED,28.5742692,143.8315,4.9427,824.9,2.32,5551.0
10460629,K01168.01,CANDIDATE,856.672115,228.44988,23.144,858.1,3.87,6449.0
10319385,K01169.01,CANDIDATE,0.689210173,133.28584,1.6169,195.0,1.32,5630.0
10482160,K01170.01,CONFIRMED,7.34373964,137.29874,1.1784,574.4,1.84,5757.0
10485069,K01171.01,FALSE POSITIVE,0.445277068,133.52312,3.539,186.7,35.74,6167.0
3233043,K00966.01,FALSE POSITIVE,0.379463865,170.2480164,0.86896,1973.3,59.56,5075.0
6579806,K00967.01,FALSE POSITIVE,9.88047978,173.608672,2.78458,18541.0,23.6,6113.0
3560301,K00968.01,FALSE POSITIVE,4.6484156,261.09395,38.1939,128.4,5.06,6980.0
4044005,K00969.01,FALSE POSITIVE,17.512014768,174.282592,1.8248,4511.7,13.66,6224.0
11502218,K00970.01,CANDIDATE,3.9886021,171.01852,1.7376,673.5,34.39,4813.0
11180361,K00971.01,CANDIDATE,0.533059312,171.2274419,1.8621,1495.8,133.56,8523.0
5802246,K01044.01,FALSE POSITIVE,0.525154153,133.744359,2.1441,747.5,23.61,5582.0
6066403,K01045.01,FALSE POSITIVE,1.303861044,134.212059,4.0541,598.2,27.85,5758.0
6209637,K01046.01,FALSE POSITIVE,0.73452496,133.43108,6.7,,,
5988031,K01047.01,FALSE POSITIVE,2.55549176,134.50078,9.083,113.8,23.35,5948.0
7684873,K00014.01,FALSE POSITIVE,2.947376671,171.522978,2.0911,433.2,403.59,8090.0
8559644,K00139.01,CONFIRMED,224.7789355,142.095338,11.1899,3487.5,7.67,5873.0
2851100,K01104.01,FALSE POSITIVE,0.890110752,133.2647,0.8774,321.5,1.25,4768.0
3130300,K01105.01,FALSE POSITIVE,5.76573396,133.30941,2.924,248.0,7.47,5772.0
3240158,K01106.01,CONFIRMED,7.42608123,139.90039,3.6379,443.3,2.47,6049.0
3240158,K01106.02,CONFIRMED,15.9868932,137.5964,4.158,178.5,1.62,6049.0
3228959,K01107.01,FALSE POSITIVE,0.73094589,133.68876,4.32,250.2,17.12,5901.0
3218908,K01108.01,CONFIRMED,18.92537246,149.49558,3.9835,640.9,13.92,4941.0
10341913,K01172.01,FALSE POSITIVE,0.933749106,134.31831,4.256,186.2,3.22,6215.0
10480921,K01173.01,FALSE POSITIVE,2.037440623,133.59962,3.442,118.6,1.19,6253.0
10287723,K01174.01,CANDIDATE,129995.7784,393.59962,9.408,1474.9,2.99,4500.0
10350571,K01175.01,CONFIRMED,31.5925809,142.9649,13.566,145.1,1.78,5676.0
10350571,K01175.02,CONFIRMED,17.157236,133.68951,11.284,110.4,1.55,5676.0
3749365,K01176.01,CONFIRMED,1.97376085,178.6894194,1.82542,30222.4,8.78,3807.0
11013201,K00972.01,CANDIDATE,13.118962443,261.539434,4.3045,372.2,8.25,7221.0
11673674,K00133.01,FALSE POSITIVE,4.618767792,133.386535,5.9957,4399.1,7.48,6013.0
11013201,K00972.02,CANDIDATE,7.82187328,123.49907,3.8417,42.2,2.78,7221.0
9414417,K00974.01,CANDIDATE,53.5057611,172.98304,10.5616,195.6,2.52,6247.0
3632418,K00975.01,CONFIRMED,2.785821236,260.83731,3.5599,68.9,1.69,6202.0
3441784,K00976.01,FALSE POSITIVE,52.56901867,184.971267,6.7507,26900.0,78.54,7240.0
5820218,K01048.01,FALSE POSITIVE,3.411758679,133.18086,3.158,570.6,14.71,3995.0
5876368,K01049.01,FALSE POSITIVE,0.525426427,133.187901,1.0801,324.6,1.45,5791.0
5809890,K01050.01,CONFIRMED,1.269091415,133.343682,1.4647,340.9,1.41,5041.0
5809890,K01050.02,CONFIRMED,2.853133997,133.79678,1.465,277.1,1.36,5041.0
6131236,K01051.01,CONFIRMED,6.79685353,138.11324,3.1702,393.1,2.01,6061.0
9048161,K00146.01,FALSE POSITIVE,8.667822346,137.341841,4.9658,2121.9,67.37,6266.0
3218908,K01108.02,CONFIRMED,1.475323222,131.83272,2.3155,154.9,5.88,4941.0
3218908,K01108.03,CONFIRMED,4.15246118,134.57991,2.5755,223.4,7.62,4941.0
3235672,K01109.01,FALSE POSITIVE,6.7210783,134.7775984,7.46,,,
2837111,K01110.01,CONFIRMED,8.7348852,135.0818,4.49,270.7,1.59,5982.0
3120276,K01111.01,FALSE POSITIVE,10.26547688,136.49663,3.733,399.6,1.81,5699.0
2307199,K00151.01,CANDIDATE,13.4471791,132.830555,3.0454,1428.2,5.24,6276.0
3547091,K01177.01,FALSE POSITIVE,3.305577989,180.68154,2.5903,17971.0,25.89,5534.0
3869825,K01178.01,FALSE POSITIVE,4.800653901,134.365782,9.0419,15304.4,16.91,6715.0
3655332,K01179.01,FALSE POSITIVE,15.06649901,140.654788,5.9885,36348.0,56.44,5751.0
4042026,K01180.01,FALSE POSITIVE,34.82008158,163.015559,11.1711,18847.8,11.36,5114.0
3344419,K01181.01,FALSE POSITIVE,0.651784374,133.111707,2.0141,2779.3,33.65,5555.0
11192141,K00977.01,FALSE POSITIVE,1.353771892,261.43662,7.012,1349.1,430.99,4283.0
11494130,K00978.01,FALSE POSITIVE,18.95491633,262.46677,24.249,867.5,71.39,6362.0
5648449,K00979.01,FALSE POSITIVE,4.348866254,262.72768,3.2797,625.6,2436.69,3598.0
12167361,K00980.01,FALSE POSITIVE,47.93094546,179.096467,2.6897,2144.4,68.02,8214.0
8607720,K00981.01,FALSE POSITIVE,3.99751422,261.7243,3.686,32.8,2.98,5066.0
1433962,K00982.01,FALSE POSITIVE,1.592633181,133.9243804,5.5605,633.1,1.56,4506.0
9032900,K00134.01,CONFIRMED,67.5923754,151.75056,12.249,4158.1,12.1,6038.0
5956342,K01052.01,CONFIRMED,17.02902786,143.33395,4.645,568.9,2.54,5839.0
5956342,K01052.02,CONFIRMED,6.84619236,132.17265,3.529,246.8,1.67,5839.0
5956342,K01052.03,CONFIRMED,67.8321638,125.881,7.358,507.8,2.39,5839.0
5956342,K01052.04,CONFIRMED,43.1312147,166.26105,3.198,447.8,2.39,5839.0
5956656,K01053.01,CONFIRMED,1.224866441,133.20824,1.7086,196.0,1.54,5553.0
3109930,K01112.01,CONFIRMED,37.8102649,158.35799,8.733,570.3,2.33,6085.0
2854914,K01113.01,CONFIRMED,25.93406406,149.76273,4.6142,414.5,2.48,5952.0
2854914,K01113.02,CONFIRMED,83.4463485,158.68061,6.536,503.0,2.73,5952.0
3337425,K01114.01,FALSE POSITIVE,7.04710032,139.79737,2.926,400.9,25.2,5766.0
3116412,K01115.01,CONFIRMED,12.99204853,136.32016,6.0175,270.6,2.03,5765.0
3865567,K01182.01,FALSE POSITIVE,11.11620211,133.100575,4.211,4843.9,8.96,6122.0
3544689,K01183.01,FALSE POSITIVE,1.922861499,134.658644,3.5734,1916.2,5.09,5778.0
4037164,K01184.01,FALSE POSITIVE,0.635445336,134.184037,1.8592,2547.4,19.0,3920.0
3443790,K01185.01,FALSE POSITIVE,1.665784138,133.863028,1.8946,2006.2,97.27,6261.0
3966912,K01186.01,FALSE POSITIVE,55.6639167,156.35017,23.546,3414.4,34.14,5587.0
8394721,K00152.01,CONFIRMED,52.09081627,158.744665,8.6388,2894.1,7.14,6198.0
11607193,K00983.01,FALSE POSITIVE,7.1548608,266.04847,7.694,780.4,7.41,7443.0
1161345,K00984.01,CONFIRMED,4.28746668,262.06245,1.5693,790.1,2.29,5296.0
10227501,K00985.01,FALSE POSITIVE,2.002779769,261.95791,2.231,260.5,1.42,5346.0
2854698,K00986.01,CONFIRMED,8.18739443,260.86931,3.0472,517.6,1.92,5251.0
2854698,K00986.02,CONFIRMED,76.0498163,161.71445,7.158,445.9,1.75,5251.0
8559644,K00139.02,CONFIRMED,3.341799486,141.35472,2.9254,178.2,1.67,5873.0
6032981,K01054.01,FALSE POSITIVE,3.3226948,134.444,3.568,78.7,15.33,5234.0
5866099,K01055.01,FALSE POSITIVE,36.97708808,133.62681,4.737,1269.9,38.6,5589.0
5964985,K01056.01,FALSE POSITIVE,1.851409163,133.17995,10.232,232.5,20.42,7117.0
6066416,K01057.01,FALSE POSITIVE,1.303859704,134.21201,2.8239,36.7,0.98,6802.0
1996679,K00147.01,FALSE POSITIVE,145.5624926,146.0588,5.4126,2931.6,40.15,6148.0
2849805,K01116.01,CONFIRMED,3.749105745,135.10837,1.9826,182.6,1.68,5751.0
3114811,K01117.01,CONFIRMED,11.08956602,141.76142,6.2877,148.1,3.51,6353.0
2853446,K01118.01,CANDIDATE,7.37290344,137.60991,2.172,205.2,2.67,5973.0
3003992,K01119.01,FALSE POSITIVE,7.24476126,139.10497,2.3145,58.0,0.65,5370.0
3942446,K01193.01,CANDIDATE,119.0624882,149.22223,3.1188,5372.3,10.4,5697.0
3554031,K01194.01,CONFIRMED,8.70798309,363.05638,2.4904,1419.6,2.01,4362.0
3554031,K01194.02,CANDIDATE,14.8623076,354.57297,3.161,840.0,1.57,4362.0
3554031,K01194.03,CONFIRMED,4.17634276,352.99674,2.335,531.5,1.23,4362.0
8394721,K00152.02,CONFIRMED,27.40229859,133.6284,6.8491,747.5,3.63,6198.0
7295235,K00987.01,CONFIRMED,3.179267286,261.841607,1.0246,200.9,1.21,5511.0
2302548,K00988.01,CONFIRMED,10.38122447,268.02421,2.715,801.5,2.18,5095.0
2302548,K00988.02,CONFIRMED,24.5709023,135.87209,3.587,764.2,2.82,5095.0
10743597,K00989.01,FALSE POSITIVE,81.221876,184.26164,4.1135,9883.0,16.59,5619.0
