mean,std,min,max,median,skewness,kurtosis,range,depth_proxy,q_0_1,q_0_25,q_0_75,q_0_9,periodogram_peak_frequency,periodogram_peak_power,label
-0.04263822578355242,0.9383643049656879,-2.147289029738655,2.9138624660073296,-0.10621647108214935,0.3848331199373224,0.14379739082462795,5.061151495745984,2.0410725586565057,-1.2073263530063338,-0.7261905078377171,0.5337607484159931,1.1674129568045626,2.3574218750000084,0.9475471168220791,1
0.0069682626378042845,1.0031803717302432,-2.964528837841651,2.5976737265958323,0.07070735418267832,-0.19748521172724248,-0.022022562781631283,5.5622025644374835,3.0352361920243296,-1.444811850369049,-0.5970504423512342,0.6237617904559689,1.3047976397797427,0.6640625000000023,0.9544492874661229,1
-0.07356216834446855,1.0104049528319479,-2.564744341820567,2.549327952607003,-0.0693303188182381,-0.06504510903508107,-0.2768002744377318,5.1140722944275705,2.495414023002329,-1.4359308474070538,-0.8293946362089691,0.6357549279890106,1.2488076260516046,2.058593750000007,1.3509849726144583,1
-0.007793296387901778,0.9777295321669546,-3.6484128252147836,3.1788536793675353,0.032848730978204205,-0.24275283115233348,0.7427570962597785,6.827266504582319,3.681261556192988,-1.2395094828861741,-0.5796391147914921,0.5157697126920815,1.2661392451257556,2.6230468750000093,1.0444229833562528,0
0.011616867207862827,0.9908142015958775,-2.651708334919202,2.809210861229503,-2.640234443098495e-05,0.00018501752041609346,-0.10797433884029761,5.460919196148705,2.6516819325747707,-1.2116794275603002,-0.6459162452611652,0.6659114931093901,1.3533316363797139,0.5976562500000021,1.2424469573540047,1
-0.036297491186675315,1.0937670409070712,-2.95561882434507,2.710745527218326,0.009613748770152617,-0.1745207388632421,-0.13070662830235147,5.666364351563396,2.9652325731152223,-1.5388195605666946,-0.7173101843025633,0.6670836607319867,1.2864812928914493,3.5527343750000124,1.480862816129524,1
-0.13533362189486173,1.009608511180822,-2.4363756632473224,2.9142446484154196,-0.11926751830239862,0.16969502285100405,-0.04519120134271626,5.350620311662742,2.317108144944924,-1.447789007785822,-0.7840144687991266,0.5140916723696586,1.1323710544668835,4.117187500000014,1.3319360902227049,1
-0.15124274167064122,0.9585844953776946,-3.047632565352754,2.214152615791911,-0.06245044240221361,-0.24120213907786367,-0.08861856485878272,5.261785181144665,2.9851821229505404,-1.3880556545498597,-0.7811200564121303,0.543474483849962,1.0243057576338574,4.017578125000014,0.8979622609289817,1
-0.011563303733169876,0.9976109485319453,-3.063779866312396,2.857438423139865,0.052725442209558326,0.05510011434777895,0.514660163049049,5.921218289452261,3.1165053085219543,-1.1995271437479211,-0.7242053047031878,0.6014711768815919,1.1502151752400587,2.291015625000008,1.876057691219002,0
0.051743637271580004,1.0518885230112465,-2.4392496385726155,2.76743589203226,0.049285187285073764,-0.15910565035018323,-0.18275976860952303,5.206685530604876,2.4885348258576894,-1.5275320767720677,-0.5552668182206953,0.7892660579836056,1.4063712071318397,2.291015625000008,1.2267348772440898,1
0.037392244917200376,0.9693955986277751,-2.861518370100673,2.634740754415,-0.020304017506409568,0.03696824547478558,-0.25887912141334013,5.496259124515673,2.8412143525942635,-1.1261255555051797,-0.6466067093210645,0.7221894574233553,1.340615099218928,2.85546875000001,1.8290656439029769,1
